"cod_municipio","nombre_municipio","nombre_municipio_norm","pob_total","pob_extranjera","pob_menor_16","pob_mayor_65","pct_extranjeros","indice_envejecimiento","pct_estudios_sup","num_colegios","ratio_colegios","distancia_centro_educativo","num_centros_salud","ratio_centros_salud","consultorio_local","num_hospitales","ratio_hospital","distancia_hospital","precio_m2_alquiler","renta_media_hogar","esfuerzo_alquiler","contratos_total","pct_contratos_agricultura","pct_contratos_industria","pct_contratos_construccion","pct_contratos_servicios","pct_hogares_100mbps","internet_100mbps_mayor90"
"48045","Güeñes","guenes",6737,460,1006,1360,6.82796496957102,135.188866799205,20.552677029361,1,0.148434021077631,0,0,0,1,0,0,12.17,7.5,36142,19.921421061369,1486,2.96096904441454,8.61372812920592,3.83580080753701,84.5895020188425,96.0979070592409,1
"48048","Ibarrangelu","ibarrangelu",680,24,69,161,3.52941176470588,233.333333333333,46.839546191248,0,0,1.9,0,0,1,0,0,8.11,NA,42569,NA,263,1.90114068441065,21.6730038022814,1.90114068441065,74.5247148288973,90.6158357771261,1
"48094","Igorre","igorre",4330,580,745,929,13.3949191685912,124.697986577181,28.4347493302717,0,0,0.45,1,0.23094688221709,0,0,0,7.35,NA,39302,NA,511,9.00195694716243,23.091976516634,16.4383561643836,51.46771037182,89.8869720404521,0
"48049","Ispaster","ispaster",731,31,131,169,4.24076607387141,129.007633587786,29.4788273615635,0,0,0,0,0,1,0,0,15.71,NA,41013,NA,103,0,14.5631067961165,9.70873786407767,75.7281553398058,80.4878048780488,0
"48910","Iurreta","iurreta",3695,400,526,889,10.8254397834912,169.011406844106,17.0053141606752,1,0.27063599458728,0.42,0,0,1,0,0,6.89,NA,39158,NA,1261,3.80650277557494,16.4155432196669,6.89928628072958,72.8786677240285,98.1233243967828,1
"48050","Izurtza","izurtza",210,7,29,51,3.33333333333333,175.862068965517,NA,0,0,1.34,0,0,1,0,0,7.46,NA,49882,NA,144,10.4166666666667,27.7777777777778,3.47222222222222,58.3333333333333,90.4761904761905,1
"48022","Karrantza Harana/Valle de Carranza","valle de carranza",2712,142,291,747,5.23598820058997,256.701030927835,13.9506172839506,0,0,0.11,0,0,1,0,0,29.31,NA,30280,NA,381,12.0734908136483,16.5354330708661,6.56167979002625,64.8293963254593,68.8380281690141,0
"48907","Kortezubi","kortezubi",441,14,80,91,3.17460317460317,113.75,NA,1,2.26757369614512,1.54,0,0,0,0,0,10.6,NA,46121,NA,284,15.8450704225352,7.04225352112676,0,77.112676056338,86.5853658536585,0
"48051","Lanestosa","lanestosa",261,11,24,72,4.21455938697318,300,NA,0,0,6.31,0,0,1,0,0,35.52,NA,28347,NA,460,0,1.08695652173913,0,98.9130434782609,77.3584905660377,0
"48052","Larrabetzu","larrabetzu",2049,80,358,384,3.90434358223524,107.262569832402,37.7259475218659,0,0,0.1,0,0,1,0,0,4.54,NA,45227,NA,1642,6.57734470158343,8.7088915956151,2.74056029232643,81.973203410475,87.0392390011891,0
"48053","Laukiz","laukiz",1227,46,192,242,3.74898125509372,126.041666666667,43.0754536771729,0,0,0.18,0,0,1,0,0,4.46,NA,62737,NA,248,2.01612903225806,20.1612903225806,22.5806451612903,55.241935483871,71.7444717444718,0
