CCN REGCESS;CCAA;PROVINCIAS;ÁREA DE SALUD;ZONA BÁSICA DE SALUD;MUNICIPIO;TIPO CENTRO;NOMBRE;DIRECCION;CP;LOCALIDAD;TELEFONO;DEPENDENCIA DE GESTIÓN;MODALIDAD DE GESTIÓN;ACREDITACIÓN DOCENTE POSTGRADUADA
1046000299.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 03;Dos Aguas;CONSULTORIO LOCAL;DOS AGUAS;AV MARQUÉS DE DOS AGUAS, S/N;46198;DOS AGUAS;962529043;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000571.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 03;Millares;CONSULTORIO LOCAL;MILLARES;AV HERMANOS SÁEZ MERINO, Nº 22;46198;MILLARES;962519171;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000453.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 03;Montroi/Montroy;CONSULTORIO LOCAL;MONTROY;C/ BLASCO IBAÑEZ, Nº 18;46193;MONTROY;962555719;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000560.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 03;Real;CONSULTORIO LOCAL;REAL;CL JAUME I, Nº 11;46194;REAL;962980062;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000294.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 04;Paiporta;CENTRO SALUD;PAIPORTA;C/ CATARROJA ESQUINA MSTRO. SERRANO;46200;PAIPORTA;963425450;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1046000613.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 05;Picanya;CENTRO SALUD;PICANYA;PLAZA MAJOR, Nº 14;46210;PICANYA;963108200;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1046000355.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 06;Picassent;CENTRO SALUD;PICASSENT;C/ MAYOR, S/N;46220;PICASSENT;961234758;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1046000626.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 07;Torrent;CENTRO SALUD;TORRENT II;C/ XIRIVELLA, Nº 23;46900;TORRENT;961974884;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1046000195.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 07;Torrent;CONSULTORIO LOCAL;TORRENT;C/ SANTS PATRONS, Nº 35;46900;TORRENT;961575933;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000589.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 08;Torrent;CENTRO SALUD;TORRENT;C/ PINTOR RIBERA, Nº 28;46900;TORRENT;961974287;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Obstrético-Ginecología:Enfermería (Matronas), Familia y Comunitaria:Enfermeria
1046000405.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 08;Torrent;CONSULTORIO LOCAL;TORRENT I - MONTE - VEDAT;C/ FONT DE SAN LLUÍS, Nº 28;46901;TORRENT;961562768;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000348.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 09;Xirivella;CENTRO SALUD;C.S.I. XIRIVELLA;C/ VIRGEN DE LOS DESAMPARADOS, S/N;46950;XIRIVELLA;963178671;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046002611.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 10;València;CENTRO SALUD;VALENCIA - NÁPOLES Y SICILIA;C/ NAPOLES Y SICILIA, Nº 4;46003;VALENCIA;963918802;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000029.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 11;València;CENTRO SALUD;C.S.I. JUAN LLORENS;C/ JUAN LLORENS, Nº 8;46008;VALENCIA;963987200;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000599.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 11;València;CENTRO SALUD;VALENCIA - GUILLEM DE CASTRO;C/ GUILLEM DE CASTRO, Nº 149;46008;VALENCIA;963157000;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 11;València;CONSULTORIO LOCAL;VALENCIA - JUAN LLORENS;C/ JUAN LLORENS, Nº 8;46008;VALENCIA;963131265;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1046000575.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 12;València;CENTRO SALUD;VALENCIA - GIL Y MORTE;C/ GIL Y MORTE, Nº 35;46007;VALENCIA;963423000;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046001027.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 12;València;CONSULTORIO LOCAL;VALENCIA - CONVENTO DE JERUSALEN;C/ CONVENTO DE JERUSALEN, Nº 29;46007;VALENCIA;961922870;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046001548.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 13;València;CENTRO SALUD;VALENCIA - NOU MOLES;C/ VEINTICINCO DE ABRIL, S/N;46018;VALENCIA;963425200;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046010503.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 14;València;CENTRO SALUD;TRES FORQUES;AV TRES FORQUES, Nº 98;46018;VALENCIA;962936670;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000573.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 14;València;CENTRO SALUD;VALENCIA - VIRGEN DE LA FUENSANTA;C/ VIRGEN DE LA FUENSANTA, Nº 18-20;46014;VALENCIA;963831473;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1046000368.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 14;Xirivella;CONSULTORIO LOCAL;XIRIVELLA BARRIO DE LUZ;C/ CONSTANTÍ LLOMBART, Nº 1;46014;XIRIVELLA;963836614;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046002904.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - HOSPITAL GENERAL;D - 09 ZB - 15;València;CENTRO SALUD;VALENCIA - SAN ISIDRO;C/ JOSÉ ANDREU ALABARTA, ESQUINA C/ CAMPOS CRESPO;46014;VALENCIA;961622006;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000607.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 08;València;CENTRO SALUD;VALENCIA - CAMPANAR;C/ VICENTE RIOS ENRIQUE, S/N;46015;VALENCIA;963175300;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Obstrético-Ginecología:Enfermería (Matronas), Familia y Comunitaria:Enfermeria, Obstrético-Ginecología:Medicina
1046000676.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 09;València;CENTRO SALUD;VALENCIA - JUST RAMÍREZ;CL JUST RAMÍREZ (ARQUITECTE), Nº 46;46009;VALENCIA;963469525;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1046001810.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 09;València;CONSULTORIO LOCAL;VALENCIA - TENDETES;CL DE RICARDO MICÓ, Nº 3;46009;VALENCIA;963492441;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000652.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 10;València;CENTRO SALUD;VALENCIA - TRINITAT;C/ FLORA, Nº 7 ACC DUPL;46010;VALENCIA;963931673;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Obstrético-Ginecología:Medicina, Familia y Comunitaria:Enfermeria, Obstrético-Ginecología:Enfermería (Matronas)
1046000680.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 10;València;CONSULTORIO LOCAL;VALENCIA - BILBAO;C/ BILBAO, Nº 23;46009;VALENCIA;963184334;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000199.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 11;València;CENTRO SALUD;VALENCIA - BENICALAP I - AZUCENA;C/ AZUCENA, Nº 9;46025;VALENCIA;963486272;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000564.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 11;València;CENTRO SALUD;VALENCIA - BENICALAP II - MIGUEL SERVET;C/ AMICS DEL CORPUS, S/N;46015;VALENCIA;963463108;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000522.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 12;València;CENTRO SALUD;VALENCIA - SALVADOR ALLENDE;C/ CONDE LUMIARES, Nº 3;46019;VALENCIA;963660100;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Pediátrica:Enfermería, Pediátrica:Medicina, Obstrético-Ginecología:Enfermería (Matronas), Obstrético-Ginecología:Medicina, Familia y Comunitaria:Enfermeria
1046000692.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 12;València;CONSULTORIO LOCAL;VALENCIA - ARQUITECTO TOLSÁ;C/ ARQUITECTO TOLSÁ, Nº 20;46019;VALENCIA;963653304;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000225.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 13;València;CENTRO SALUD;VALENCIA - JUAN XXIII;AVDA. JUAN XXIII, Nº 39;46025;VALENCIA;961923750;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1046000470.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 13;València;CONSULTORIO LOCAL;VALENCIA - BENIFARAIG;C/ FERRER Y BIGNE, Nº 47;46016;VALENCIA;963635249;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000181.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 13;València;CONSULTORIO LOCAL;VALENCIA - POBLE NOU;CAMINO MONCADA, Nº 205;46025;VALENCIA;963669442;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046001910.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 13;València;CONSULTORIO LOCAL;VALENCIA - BORBOTÓ;PLAZA DEL MORERAL, Nº 8;46016;VALENCIA;963639544;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046001906.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 13;València;CONSULTORIO LOCAL;VALENCIA - CARPESA;C/ APOSTOL SAN PEDRO, Nº 21;46016;VALENCIA;963484379;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000442.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 14;Albal;CENTRO SALUD;ALBAL;CL DEL REGNE DE VALÈNCIA, S/N;46470;ALBAL;963425300;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000373.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 14;Beniparrell;CONSULTORIO LOCAL;BENIPARRELL;C/ CERVANTES, Nº 15;46469;BENIPARRELL;961206370;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000187.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 15;Alcàsser;CENTRO SALUD;ALCÀSSER;CL SANT ANTONI, S/N;46290;ALCÀSSER;963425100;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Pediátrica:Medicina, Pediátrica:Enfermería
1046000171.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 16;Catarroja;CENTRO SALUD;CATARROJA;AV RAMBLETA, S/N;46470;CATARROJA;961223500;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Obstrético-Ginecología:Enfermería (Matronas), Obstrético-Ginecología:Medicina, Familia y Comunitaria:Enfermeria
1046000402.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 17;Massanassa;CENTRO SALUD;MASSANASSA;CL DR. GIL LÓPEZ, S/N;46470;MASSANASSA;963178025;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000183.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA - LA FE;D - 07 ZB - 18;Silla;CENTRO SALUD;SILLA;AV D' AUSIÀS MARCH, S/N;46460;SILLA;963108050;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Obstrético-Ginecología:Enfermería (Matronas), Familia y Comunitaria:Enfermeria, Obstrético-Ginecología:Medicina
1046003337.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 01;Alboraia/Alboraya;CENTRO SALUD;ALBORAYA;PLAZA ELS FURS, S/N;46120;ALBORAYA;963108112;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Pediátrica:Medicina, Obstrético-Ginecología:Enfermería (Matronas), Pediátrica:Enfermería, Familia y Comunitaria:Enfermeria
1046001660.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 01;Alboraia/Alboraya;CONSULTORIO LOCAL;ALBORAYA - RACO DE SANT LLORENS;CL RACÓ DE SAN LLORENS, Nº 10;46120;ALBORAYA;963171290;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000474.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 01;Alboraia/Alboraya;CONSULTORIO LOCAL;ALBORAYA LA PATACONA;CL MAR MENOR, S/N;46129;ALBORAYA;961205630;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046001863.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 01;Alboraia/Alboraya;CONSULTORIO LOCAL;ALBORAYA PORT SAPLAYA;PLAZA DE LA SEÑORÍA, Nº 4;46128;PORT SAPLAYA - ALBORAYA;961205613;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000452.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 02;Almàssera;CENTRO SALUD;ALMÀSSERA;AVDA. DE AUSIAS MARCH, Nº 1;46132;ALMÀSSERA;961862869;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000287.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 02;Bonrepòs i Mirambell;CONSULTORIO LOCAL;BONREPÒS I MIRAMBELL;PL DEL HOGAR DEL LLAR, S/N;46131;BONREPÒS I MIRAMBELL;961856134;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000519.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 03;Foios;CENTRO SALUD;FOIOS;AVDA. AUSIAS MARCH, S/N;46134;FOIOS;961499630;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000432.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 03;Albalat dels Sorells;CONSULTORIO LOCAL;ALBALAT DELS SORELLS;C/ GRAN VÍA S/N;46135;ALBALAT DELS SORELLS;961494192;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046008025.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 03;Vinalesa;CONSULTORIO LOCAL;VINALESA;C/ LA FILA, S/N;46114;VINALESA;961491656;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000291.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 04;Massamagrell;CENTRO SALUD;MASSAMAGRELL;C/ MIGUEL SERVET, Nº 48;46130;MASSAMAGRELL;961450235;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000479.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 04;Massamagrell;CONSULTORIO LOCAL;MASSAMAGRELL - BARRIO DE LA MAGDALENA;C/ SAN FELIX, Nº 2;46130;MASSAMAGRELL;961450075;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046003340.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 04;Pobla de Farnals, la;CONSULTORIO LOCAL;LA POBLA DE FARNALS - PLAYA;AVDA. NEPTUNO, EDIFICIO DABAS A, BAJO;46137;LA POBLA DE FARNALS;961460541;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046001154.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 04;Pobla de Farnals, la;CONSULTORIO LOCAL;LA POBLA DE FARNALS;C/ RAMONET EL TRAQUER, Nº 18;46137;LA POBLA DE FARNALS;961450330;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000296.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 05;Meliana;CENTRO SALUD;MELIANA;C/ EDUARDO ROMERO, Nº 1;46133;MELIANA;961480693;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046002879.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 05;Meliana;CONSULTORIO LOCAL;MELIANA BARRIO ROCA;CAMINO EL CASSO DE ROCA, S/N;46133;MELIANA;961205603;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000302.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 06;Museros;CENTRO SALUD;MUSEROS;AVDA. PAÍS VALENCIÁ, S/N;46136;MUSEROS;961441445;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046005985.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 06;Emperador;CONSULTORIO LOCAL;EMPERADOR;PLAÇA DE L'AJUNTAMENT, 2;46135;EMPERADOR;961973701;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046002103.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 06;Albuixech;CONSULTORIO LOCAL;ALBUIXECH;C/ MAYOR, Nº 54;46550;ALBUIXECH;961417777;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000366.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 06;Massalfassar;CONSULTORIO LOCAL;MASSALFASSAR;C/ PROGRESO, Nº 1;46560;MASSALFASSAR;961400550;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000464.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 07;Rafelbunyol;CENTRO SALUD;RAFELBUNYOL / RAFELBUÑOL;C/ JOSÉ Mª LLOPIS, Nº 26;46138;RAFELBUÑOL/RAFELBUNYOL;961414081;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046000365.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 08;Tavernes Blanques;CENTRO SALUD;TAVERNES BLANQUES;C/ CASTELLÓN, Nº 17;46016;TAVERNES BLANQUES;961858879;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;NO
1046008417.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 09;València;CENTRO SALUD;VALENCIA - ALFAHUIR;CL ACTOR ISMAEL MERLO, Nº 1 ESQUINA AV ALFAHUIR,Nº 4;46020;VALENCIA;961973701;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1046001824.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 09;València;CENTRO SALUD;VALENCIA - BENIMACLET;C/ GUARDIA CIVIL, Nº 13;46020;VALENCIA;963604796;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1046000650.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 10;València;CENTRO SALUD;VALENCIA - SALVADOR PAU;C/ SALVADOR PAU , Nº 42;46021;VALENCIA;963607453;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
1046000685.0;COMUNIDAD VALENCIANA;VALENCIA/VALÈNCIA;DEPARTAMENTO DE SALUD DE VALENCIA CLÍNIC - LA MALVA-ROSA;D - 05 ZB - 10;València;CONSULTORIO LOCAL;VALENCIA - CHILE;C/ CHILE, Nº 22;46021;VALENCIA;963934077;AGÈNCIA VALENCIANA DE SALUT;Pública Directa;Familia y Comunitaria:Medicina, Familia y Comunitaria:Enfermeria
