parque;lat;lon;area_m2
parque_409;43,24666980;-2,88911660754593;6048,59218848683
parque_212;43,36145370;-2,99745064093746;6040,00186313316
parque_263;43,31649195;-2,97743248164315;6032,93303097365
parque_181;43,28841565;-3,05359951546011;6022,20819647983
parque_349;43,34414375;-3,08729299185912;5981,76225502975
parque_416;43,27787435;-2,96391208130009;5887,33544007222
parque_292;43,26842780;-2,92330325062135;5881,28403267264
parque_206;43,29083100;-2,96156244039223;5862,98883623893
parque_445;43,31649570;-3,02691736800715;5850,51335848431
parque_377;43,29182960;-2,93968408922644;5847,30210270616
parque_207;43,29103715;-2,96253530531415;5837,04158566310
parque_304;43,31561110;-3,01664873504205;5835,48512127902
parque_224;43,20429770;-2,89185362901688;5809,82729594503
parque_171;43,26584765;-2,93738607809543;5797,34985354543
parque_262;43,32332500;-2,99728435630435;5745,87692738569
parque_230;43,30009615;-2,88651030383155;5724,45459716022
parque_272;43,26005905;-2,92028085319226;5692,22925583232
parque_76;43,35362380;-3,08163971954023;5665,74923406541
parque_396;43,22909215;-2,84870451044776;5658,19685567846
parque_384;43,28391160;-2,99575058498253;5657,71108834911
parque_116;43,32596935;-3,02473149871490;5655,57821894158
parque_202;43,31909025;-3,07448291529486;5648,61141000735
parque_166;43,32001475;-3,03346603080979;5628,13707073778
parque_50;43,21847110;-2,81991831554963;5589,46521802363
parque_397;43,31648835;-2,96179171648857;5562,32861153781
parque_97;43,25656245;-2,89497003334309;5531,21985431435
parque_443;43,31333300;-3,02728276092507;5478,47917081462
parque_310;43,27805205;-2,94727928849846;5471,93875086308
parque_126;43,29166245;-2,99003077929433;5466,10752338392
parque_331;43,34787055;-3,00524114033546;5427,59060106101
parque_158;43,35902695;-3,00789501408734;5406,42477606531
parque_28;43,33292565;-3,00312871415778;5401,13686029453
parque_414;43,32623740;-3,02772623115251;5396,56902398611
parque_425;43,30157835;-2,88421088327144;5394,37116787210
parque_330;43,28567205;-2,97626883140234;5391,20012734644
parque_379;43,25166785;-2,93622347164248;5370,60009101452
