parque;lat;lon;area_m2
parque_168;39,45181715;-0,336032909830056;23947,41147806001
parque_149;39,38464690;-0,334068005431844;23823,18819286878
parque_13;39,45511915;-0,357034790378438;23821,40894953778
parque_331;39,46020480;-0,473029228398931;22564,32598267961
parque_280;39,49961230;-0,424373263585532;22531,55223443352
parque_486;39,45895045;-0,389399800273240;22467,47718328043
parque_449;39,43389395;-0,421797637293159;22129,12010207921
parque_388;39,42099795;-0,480721917265551;22098,21404548083
parque_209;39,41150675;-0,407458778801023;22090,32872003026
parque_120;39,54777745;-0,400981778674089;21234,52829093952
parque_434;39,46075225;-0,414148161452544;21020,18003346073
parque_231;39,54016325;-0,482899935233326;20980,67967529543
parque_268;39,51265725;-0,360161106226545;20755,12300318258
parque_416;39,51084385;-0,449487278330605;20754,77627888235
parque_313;39,51652105;-0,424974650964497;20178,46941324390
parque_150;39,46206615;-0,425292257025693;19940,00879839838
parque_41;39,45944295;-0,453448023195113;19902,08204675771
parque_151;39,42033205;-0,392747031347069;19758,17103324179
parque_20;39,47764695;-0,364833897816759;19723,66676347505
parque_237;39,50321005;-0,406425158601364;19548,19848294160
parque_38;39,46291965;-0,456218440792432;19248,78340644552
parque_260;39,48486365;-0,441014393294834;19111,56461014319
parque_180;39,45722010;-0,448981710617489;19067,03339168616
parque_282;39,51466220;-0,423452277793901;18930,27809946996
parque_283;39,47389255;-0,466864782357053;18536,63043501158
parque_23;39,46271470;-0,458328692529451;18366,39864417398
parque_279;39,50138095;-0,421517845928537;18257,84955499531
parque_457;39,41812385;-0,433813302332091;18197,47189616173
parque_53;39,48260955;-0,389098894357799;18180,31760238693
parque_301;39,55072000;-0,469424138625402;18132,24805265851
parque_458;39,42075190;-0,434993805605017;18080,22682438546
parque_435;39,47953075;-0,438685540677955;17869,91674620876
parque_204;39,49924810;-0,346827822201451;17793,74784815267
parque_276;39,52936615;-0,425142763491567;17723,84512180695
parque_475;39,48727000;-0,394714738644366;17722,83303476789
parque_39;39,47180015;-0,462974026877488;17579,68726176908
parque_297;39,40076825;-0,472468880596331;17369,16884339538
parque_143;39,46249950;-0,359501573524153;17267,81295734996
parque_247;39,48053395;-0,377338753478492;17110,30512792355
parque_73;39,46079260;-0,354984068546454;17079,24471075897
parque_382;39,41874155;-0,474230417446087;16963,60437722605
parque_245;39,43137135;-0,481712096722615;16812,23669015831
parque_460;39,41091930;-0,387023617882108;16637,57435034635
parque_495;39,41992855;-0,416407424565380;16627,83913175709
parque_97;39,48179330;-0,425946943321300;16598,37405249733
parque_241;39,42502995;-0,478645133396351;16575,26450075628
parque_264;39,53043370;-0,439180756664522;16479,50054091390
parque_252;39,55124345;-0,466447010888451;16167,49973560101
parque_198;39,49790400;-0,474642724582484;15982,04647887009
parque_294;39,51668590;-0,415252887679684;15941,60768523288
parque_511;39,41589700;-0,396069344637305;15939,17230054534
parque_221;39,51163900;-0,418690446732795;15757,34245276272
parque_199;39,49712545;-0,471377941791157;15695,16106075933
parque_441;39,53403635;-0,490013366549820;15363,97613076540
parque_504;39,47902915;-0,425036864606234;15346,84536955366
parque_212;39,46207080;-0,322903772504502;15139,45566859798
parque_251;39,54925215;-0,463740255669743;15096,94799383939
parque_179;39,50540550;-0,449366895851720;15030,57393316479
parque_181;39,46255070;-0,349034097885150;14906,47564959359
parque_19;39,47267070;-0,369417991353383;14818,46203726111
parque_412;39,49695145;-0,461620929755669;14781,52429954638
parque_86;39,47287870;-0,404075354671502;14730,49201483891
parque_110;39,49109490;-0,362965160617325;14666,30609527348
parque_155;39,43184585;-0,427355384910907;14603,52371178081
parque_166;39,44233135;-0,335165493985160;14589,23008938227
parque_466;39,48165150;-0,356883819216178;14456,14056823403
parque_60;39,54384415;-0,396718584989083;14324,21364614484
parque_131;39,46525560;-0,455878518275922;14320,05908186897
parque_195;39,50702655;-0,454678824546980;14112,14043923665
parque_289;39,50332865;-0,361368184223227;14006,82656348287
parque_291;39,40345155;-0,417224622177663;13987,21214347452
parque_300;39,54651150;-0,458302591701477;13890,58025900158
parque_25;39,45299235;-0,404939696362452;13813,31952457041
parque_87;39,45083625;-0,378134338944954;13798,35384303333
parque_9;39,47855345;-0,486168421222840;13779,11108230682
parque_365;39,41045585;-0,482218485817519;13776,99709879979
parque_281;39,51879205;-0,420736580835991;13751,35557239168
parque_261;39,46786040;-0,412077150000000;13477,31648211554
parque_63;39,47065995;-0,336653511049101;13472,39627368645
parque_506;39,47743535;-0,435065004347826;13443,59880043077
parque_152;39,43331895;-0,426565718478873;13419,31645875972
parque_89;39,44421085;-0,367136885299711;13366,79404742483
parque_127;39,42979235;-0,478202952643651;13346,82653981540
parque_81;39,45153520;-0,396603804571536;13342,15116299409
parque_438;39,43935440;-0,384566755977195;13284,93404366192
parque_378;39,41458965;-0,486731296003313;13273,99260098977
parque_99;39,47727555;-0,417822425346687;13249,58460086631
parque_210;39,41151420;-0,405900114254256;13224,94564780456
parque_444;39,54957060;-0,339392196665938;13180,58812411549
parque_91;39,46580780;-0,417716306851771;13055,90071598056
parque_107;39,49788785;-0,401084920431188;13005,34315514188
parque_234;39,39849960;-0,431080011629667;12953,78693962660
parque_244;39,44042260;-0,458605246680858;12845,29016729459
parque_142;39,54941685;-0,387367547840509;12701,23319469369
parque_351;39,40964695;-0,479867398776961;12690,22433471470
parque_408;39,54971390;-0,494576501070171;12659,96872166622
parque_70;39,45812635;-0,365005196700984;12606,19536218725
