"cod_municipio","nombre_municipio","nombre_municipio_norm","pob_total","pob_extranjera","pob_menor_16","pob_mayor_65","pct_extranjeros","indice_envejecimiento","pct_estudios_sup","num_colegios","ratio_colegios","distancia_centro_educativo","num_centros_salud","ratio_centros_salud","consultorio_local","num_hospitales","ratio_hospital","distancia_hospital","precio_m2_alquiler","renta_media_hogar","esfuerzo_alquiler","contratos_total","pct_contratos_agricultura","pct_contratos_industria","pct_contratos_construccion","pct_contratos_servicios","pct_hogares_100mbps","internet_100mbps_mayor90"
"46257","Castelló","castello",6932,611,928,1399,8.81419503750721,150.754310344828,14.3091296508769,4,0.577034045008656,0,1,0.144258511252164,0,0,0,64.77,2.93080925853953,31614,8.89978138861881,2599,24.7593376973431,33.1151328455911,3.61956103195995,38.5059684251059,98.6641929499072,1
"46090","Castelló de Rugat","castello de rugat",2315,380,355,443,16.414686825054,124.788732394366,14.2713567839196,2,0.863930885529158,13.09,1,0.431965442764579,0,0,0,18.4,2.38856817865701,29054,7.8922883303873,1046,45.7115928369463,8.95381715362865,2.73327049952875,42.6013195098963,97.0819304152638,1
"46091","Castellonet de la Conquesta","castellonet de la conquesta",137,23,6,39,16.7883211678832,650,25.9,0,0,8.17,0,0,1,0,0,9.9,4.4,39792,10.6151990349819,34,20.9302325581395,0,0,79.0697674418605,92.4528301886792,1
"46093","Catadau","catadau",2862,261,416,563,9.11949685534591,135.336538461538,16.0528422738191,2,0.698812019566737,0.78,1,0.349406009783368,0,0,0,17.7,3.2403721123877,28926,10.7541907899198,699,18.9383070301291,27.403156384505,10.9038737446198,42.7546628407461,97.5945017182131,1
"46094","Catarroja","catarroja",28679,2651,5161,4700,9.2436974789916,91.0676225537686,20.4957779449879,10,0.348687192719411,0,1,0.0348687192719411,0,0,0,5.04,4.95536026309877,33666,14.1304160059847,8055,7.28468602630926,24.6339041945892,6.40357408786299,61.6778356912385,99.981460882462,1
"46095","Caudete de las Fuentes","caudete de las fuentes",701,44,88,223,6.27674750356633,253.409090909091,16.0436137071651,1,1.4265335235378,6.31,1,1.4265335235378,0,0,0,18.19,3.3,24568,12.8948225333768,327,58.0645161290323,15.5425219941349,4.39882697947214,21.9941348973607,99.0445859872611,1
"46096","Cerdà","cerda",351,18,53,64,5.12820512820513,120.754716981132,17.9,0,0,2.05,0,0,1,0,0,5.99,3.53320426651081,27769,12.2146137630105,36,0,43.75,6.25,50,98.5915492957747,1
"46108","Chera","chera",492,22,36,165,4.47154471544715,458.333333333333,17.1,0,0,15.46,0,0,1,0,0,15.74,3.1,22588,13.1751372410129,60,12.5,12.5,16.6666666666667,58.3333333333333,92.5311203319502,1
"46109","Cheste","cheste",8971,1322,1329,1747,14.7363727566604,131.452219714071,16.9081500646831,6,0.668821759001226,0,1,0.111470293166871,0,0,0,17.33,3.7269541867243,31375,11.4035889059931,7654,7.77371309119415,41.1549516592631,2.62607786778155,48.4452573817612,93.7859608745685,1
"46111","Chiva","chiva",16285,1579,2632,2474,9.6960392999693,93.9969604863222,22.2382151853185,5,0.307031010132023,0,1,0.0614062020264047,1,0,0,20.6,4.57446364978547,35846,12.2509766885958,4584,6.239092495637,34.8821989528796,4.82111692844677,54.0575916230367,90.7377834557649,1
"46112","Chulilla","chulilla",692,106,62,193,15.3179190751445,311.290322580645,21.2933753943218,0,0,11.41,0,0,1,0,0,23.47,3.44827586206897,26503,12.4904532603336,135,19.7452229299363,9.55414012738854,7.64331210191083,63.0573248407643,90.0602409638554,1
"46097","Cofrentes","cofrentes",1112,47,115,302,4.22661870503597,262.608695652174,15.4690618762475,1,0.899280575539568,10.05,1,0.899280575539568,0,0,0,28.44,3.7,36582,9.70969329178284,974,0.304878048780488,5.48780487804878,4.77642276422764,89.4308943089431,96.551724137931,1
"46098","Corbera","corbera",3097,214,480,674,6.90991281885696,140.416666666667,16.5421956684093,1,0.322893122376493,5.66,0,0,1,0,0,6.33,2.77561181384461,27973,9.52556873160128,767,5.92783505154639,12.8865979381443,7.60309278350515,73.5824742268041,90.4163393558523,1
"46100","Cotes","cotes",323,20,33,82,6.19195046439629,248.484848484848,18.2,0,0,1.84,0,0,1,0,0,9.01,3.1,28061,10.6054666619151,204,5.30973451327434,2.65486725663717,7.9646017699115,84.070796460177,96.5277777777778,1
"46105","Cullera","cullera",22937,3628,2968,5049,15.8172385229106,170.114555256065,15.1252353511725,9,0.392379125430527,0,2,0.0871953612067838,1,0,0,12.19,5.05017968444027,28698,16.8937643635886,7531,8.12533191715348,2.5756771109931,3.3457249070632,85.9532660647902,99.1246797608881,1
"46113","Daimús","daimus",3274,218,446,685,6.658521686011,153.587443946188,22.6460481099656,1,0.30543677458766,1.79,0,0,1,0,0,1.96,5.99810766400832,31038,18.552043809034,1303,10.2739726027397,6.77321156773212,3.12024353120244,79.8325722983257,99.656121045392,1
"46114","Domeño","domeno",656,24,81,141,3.65853658536585,174.074074074074,12.9087779690189,0,0,6.94,0,0,1,0,0,4.96,3.47826086956522,32472,10.283106783637,696,41.1764705882353,3.36134453781513,1.68067226890756,53.781512605042,95.9259259259259,1
"46116","Eliana, l'","l'eliana",18544,1572,2841,3718,8.47713546160483,130.86941217881,38.5923535253227,8,0.431406384814495,0.82,1,0.0539257981018119,0,0,0,4.81,6.70778438075399,49738,12.9467871758491,4788,0.250312891113892,2.04422194409679,3.87984981226533,93.825615352524,95.9001512859304,1
"46117","Emperador","emperador",705,30,138,83,4.25531914893617,60.1449275362319,23.8907849829352,0,0,1.96,0,0,1,0,0,7.59,5.72289156626506,37732,14.5605213177527,35,5.88235294117647,11.7647058823529,17.6470588235294,64.7058823529412,100,1
"46118","Enguera","enguera",4770,512,567,1074,10.7337526205451,189.417989417989,18,2,0.419287211740042,0,1,0.209643605870021,1,0,0,15.8,2.99155718122949,30417,9.44174275563109,2524,1.37686860739575,74.5869394177813,1.14083398898505,22.8953579858379,96.5891472868217,1
"46119","Énova, l'","l'enova",908,36,115,257,3.9647577092511,223.478260869565,14.7869674185464,1,1.10132158590308,3.44,0,0,1,0,0,5.6,3.2,28329,10.8440114370433,286,31.2292358803987,1.99335548172757,4.98338870431894,61.7940199335548,96.6666666666667,1
"46120","Estivella","estivella",1559,66,224,372,4.23348300192431,166.071428571429,24.2625368731563,1,0.64143681847338,0,1,0.64143681847338,0,0,0,7.76,2.88642826472354,34313,8.0755723315787,395,5.06024096385542,13.7349397590361,4.33734939759036,76.8674698795181,92.687074829932,1
"46121","Estubeny","estubeny",109,2,8,33,1.8348623853211,412.5,17,0,0,1.94,0,0,1,0,0,9.91,3.1,26876,11.0730763506474,173,65,0,0,35,98.2456140350877,1
"46122","Faura","faura",3568,281,515,756,7.87556053811659,146.796116504854,18.2436811406351,1,0.280269058295964,1.43,1,0.280269058295964,0,0,0,15.29,3.83922477382291,30097,12.2459241215736,385,7.92079207920792,2.22772277227723,14.1089108910891,75.7425742574257,99.9325691166554,1
